Forma	Frecuencia	Frec. norm.
digas	6340	12.87
Félix	6340	12.87
reconocida	6339	12.86
diablo	6339	12.86
traducción	6338	12.86
recetas	6337	12.86
videojuegos	6336	12.86
estructural	6333	12.85
mecánica	6331	12.85
habitualmente	6329	12.84
fauna	6327	12.84
confirmado	6322	12.83
jugo	6321	12.83
temática	6319	12.82
atraviesa	6317	12.82
duros	6317	12.82
Quien	6315	12.81
tapa	6314	12.81
denunció	6314	12.81
Control	6313	12.81
Alonso	6312	12.81
integrar	6312	12.81
crónicas	6309	12.8
tienden	6308	12.8
mentales	6308	12.8
planteó	6307	12.8
Dicho	6307	12.8
gripe	6307	12.8
proviene	6306	12.8
causó	6305	12.79
escaso	6305	12.79
escultura	6302	12.79
satisfecho	6300	12.78
representaciones	6299	12.78
averiguar	6298	12.78
Bruselas	6296	12.78
rumores	6295	12.77
garantiza	6295	12.77
atletas	6294	12.77
Ucrania	6294	12.77
importar	6294	12.77
inquietud	6294	12.77
consolidación	6293	12.77
demuestran	6293	12.77
practicar	6291	12.77
torre	6291	12.77
retirada	6290	12.76
Tiempo	6290	12.76
viuda	6290	12.76
modernos	6290	12.76
vacunación	6289	12.76
llamo	6289	12.76
montar	6289	12.76
5%	6288	12.76
hacerme	6288	12.76
cercanía	6287	12.76
enfrentan	6287	12.76
Marte	6287	12.76
cortes	6285	12.75
Dicen	6285	12.75
escribía	6285	12.75
asociadas	6284	12.75
ONG	6282	12.75
paradigma	6280	12.74
fresca	6279	12.74
guerrilla	6278	12.74
lanzado	6278	12.74
atracción	6276	12.74
refiero	6275	12.73
ilegales	6275	12.73
obligados	6275	12.73
pierden	6274	12.73
leía	6273	12.73
bares	6272	12.73
determina	6270	12.72
hallazgos	6270	12.72
Reina	6268	12.72
Zapatero	6267	12.72
Colón	6267	12.72
gratis	6267	12.72
admitió	6265	12.71
U	6265	12.71
potenciales	6263	12.71
quedará	6260	12.7
eterno	6259	12.7
expuesto	6259	12.7
logran	6257	12.7
reflexiones	6254	12.69
Asturias	6251	12.68
telefónica	6251	12.68
obsesión	6251	12.68
lecturas	6250	12.68
produciendo	6249	12.68
discusiones	6249	12.68
administrativa	6248	12.68
sometido	6248	12.68
creyó	6247	12.68
apuntan	6245	12.67
dama	6243	12.67
delincuentes	6243	12.67
virgen	6240	12.66
dejaban	6240	12.66
hagas	6240	12.66
Ministro	6239	12.66
racional	6238	12.66
aprobada	6238	12.66
botón	6238	12.66
religiosos	6236	12.65
indicar	6236	12.65
PC	6235	12.65
carnes	6234	12.65
registra	6233	12.65
celebrado	6232	12.65
apoyado	6231	12.64
negar	6231	12.64
percibir	6228	12.64
iluminación	6226	12.63
incorpora	6223	12.63
49	6220	12.62
precedentes	6218	12.62
gustos	6215	12.61
ironía	6214	12.61
superó	6211	12.6
declarar	6211	12.6
ida	6211	12.6
conserva	6210	12.6
Debido	6210	12.6
llegara	6207	12.6
suelta	6206	12.59
decirse	6205	12.59
1982	6204	12.59
privilegio	6203	12.59
especialidad	6201	12.58
horarios	6198	12.58
brillantes	6197	12.58
variedades	6195	12.57
barrera	6189	12.56
Centroamérica	6189	12.56
avanzada	6188	12.56
besos	6186	12.55
terrestre	6184	12.55
Egipto	6184	12.55
inferiores	6184	12.55
mostrando	6183	12.55
Quieres	6182	12.54
64	6181	12.54
tira	6181	12.54
ama	6180	12.54
gabinete	6180	12.54
ideales	6180	12.54
niñez	6178	12.54
llevamos	6175	12.53
Ingredientes	6173	12.53
llamaban	6173	12.53
obreros	6173	12.53
caña	6170	12.52
admite	6168	12.52
placa	6166	12.51
mediano	6166	12.51
integridad	6163	12.51
soltó	6162	12.5
pares	6162	12.5
círculos	6160	12.5
financiar	6160	12.5
Granada	6160	12.5
colaborar	6157	12.49
desconfianza	6156	12.49
pesadilla	6153	12.49
desprecio	6153	12.49
añadido	6151	12.48
limita	6151	12.48
realizarse	6149	12.48
salían	6149	12.48
traía	6148	12.48
consta	6148	12.48
pretenden	6144	12.47
prevista	6144	12.47
rehabilitación	6144	12.47
molesta	6144	12.47
resultaron	6143	12.47
adecuadas	6142	12.46
calcula	6142	12.46
ampliamente	6141	12.46
voluntarios	6141	12.46
secundarios	6140	12.46
quedando	6138	12.46
Vale	6137	12.45
ésa	6136	12.45
esfera	6136	12.45
Gabriela	6136	12.45
destacados	6135	12.45
manchas	6135	12.45
futbolistas	6133	12.45
pesado	6130	12.44
verdaderos	6127	12.43
especializado	6127	12.43
Barça	6126	12.43
inocente	6126	12.43
permanencia	6124	12.43
presentaba	6123	12.42
mide	6123	12.42
dominante	6122	12.42
70%	6121	12.42
LAS	6121	12.42
sucesión	6118	12.41
experimentar	6118	12.41
vitamina	6114	12.41
formó	6114	12.41
incluyó	6114	12.41
poética	6111	12.4
típico	6111	12.4
virtudes	6109	12.4
esperamos	6109	12.4
trámites	6107	12.39
conlleva	6105	12.39
extraños	6102	12.38
estándar	6097	12.37
irme	6096	12.37
señalando	6094	12.37
fachada	6093	12.36
hablaban	6093	12.36
pimienta	6091	12.36
conducción	6091	12.36
externos	6091	12.36
Jefe	6090	12.36
favorecer	6089	12.36
limitada	6087	12.35
manda	6087	12.35
concesión	6086	12.35
Cuáles	6086	12.35
54	6085	12.35
restauración	6083	12.34
blog	6083	12.34
ganando	6083	12.34
juzgado	6082	12.34
POR	6081	12.34
situada	6081	12.34
roca	6079	12.34
aprobar	6074	12.33
llenas	6074	12.33
Domingo	6073	12.32
hígado	6073	12.32
variación	6072	12.32
estuvieran	6072	12.32
Capital	6069	12.32
nomás	6069	12.32
terminal	6066	12.31
primas	6065	12.31
reconocen	6065	12.31
aprovechando	6064	12.31
abrigo	6063	12.3
amarilla	6063	12.3
despliegue	6063	12.3
pido	6058	12.29
Fuentes	6058	12.29
expectativa	6056	12.29
COVID	6055	12.29
recomendación	6054	12.28
acero	6054	12.28
adiós	6054	12.28
empeño	6054	12.28
manzana	6053	12.28
segmento	6052	12.28
únicas	6051	12.28
caía	6051	12.28
Cinco	6051	12.28
contesta	6049	12.27
sentados	6048	12.27
establecen	6046	12.27
movía	6046	12.27
contundente	6045	12.27
independientemente	6045	12.27
saltar	6044	12.26
artísticas	6044	12.26
Tienen	6044	12.26
costas	6042	12.26
Joan	6039	12.25
damos	6038	12.25
Pueblo	6037	12.25
salí	6037	12.25
vapor	6033	12.24
radica	6032	12.24
Rodolfo	6032	12.24
costes	6031	12.24
Sandra	6029	12.23
tolerancia	6028	12.23
Díaz	6028	12.23
Vaya	6026	12.23
asistente	6025	12.23
Mark	6025	12.23
natal	6023	12.22
distancias	6019	12.21
pobladores	6018	12.21
cerdo	6017	12.21
madurez	6017	12.21
marketing	6017	12.21
mató	6017	12.21
estudiando	6016	12.21
Puedo	6015	12.21
operadores	6015	12.21
promesas	6013	12.2
ridículo	6013	12.2
sábanas	6013	12.2
CON	6012	12.2
Decreto	6012	12.2
Habrá	6012	12.2
ediciones	6011	12.2
podíamos	6010	12.2
quitó	6010	12.2
transformaciones	6010	12.2
vanguardia	6008	12.19
censura	6008	12.19
furia	6007	12.19
experimentos	6004	12.18
1976	6003	12.18
Acción	6003	12.18
abusos	6000	12.18
pasé	6000	12.18
plantilla	5998	12.17
importaciones	5998	12.17
Samuel	5996	12.17
públicamente	5995	12.17
Libertad	5995	12.17
viste	5993	12.16
afirman	5992	12.16
toro	5992	12.16
recuerdan	5991	12.16
tensiones	5991	12.16
adquirido	5988	12.15
guardias	5988	12.15
aborto	5987	12.15
griego	5987	12.15
defensor	5985	12.14
estudia	5984	12.14
tardó	5982	12.14
pasaje	5982	12.14
atraer	5981	12.14
Inés	5981	12.14
extremadamente	5980	12.13
presidenciales	5977	12.13
Papá	5976	12.13
estructurales	5971	12.12
ternura	5970	12.11
significativamente	5969	12.11
talla	5969	12.11
corregir	5969	12.11
árabe	5966	12.11
tablas	5965	12.1
criminales	5965	12.1
facultades	5965	12.1
acusación	5964	12.1
registraron	5963	12.1
adecuadamente	5962	12.1
biológica	5961	12.1
epidemia	5961	12.1
peruana	5960	12.09
60%	5957	12.09
trampa	5957	12.09
manteniendo	5957	12.09
planteamiento	5956	12.09
calorías	5955	12.08
Windows	5953	12.08
cuaderno	5953	12.08
oyó	5945	12.06
referirse	5944	12.06
Selección	5943	12.06
publicados	5941	12.06
filósofo	5941	12.06
atacar	5939	12.05
decirme	5939	12.05
Morales	5939	12.05
Tom	5936	12.05
funcional	5936	12.05
Alex	5934	12.04
conexiones	5932	12.04
construye	5931	12.04
ejecutar	5929	12.03
doméstico	5927	12.03
Doctor	5924	12.02
lavado	5922	12.02
Fútbol	5921	12.01
UNA	5920	12.01
entendimiento	5920	12.01
horrible	5919	12.01
concretos	5916	12.0
lección	5916	12.0
parlamentario	5915	12.0
pecado	5912	12.0
infantiles	5912	12.0
asamblea	5911	11.99
trigo	5911	11.99
asumió	5909	11.99
comerciantes	5907	11.99
complicidad	5907	11.99
cineasta	5906	11.98
Rajoy	5905	11.98
emprender	5905	11.98
gotas	5902	11.98
Industria	5901	11.97
bloqueo	5899	11.97
citas	5895	11.96
comisiones	5893	11.96
corrió	5893	11.96
tomarse	5890	11.95
desplazamiento	5889	11.95
grabado	5889	11.95
Adolfo	5888	11.95
terminaron	5885	11.94
Año	5883	11.94
suceso	5882	11.94
51	5880	11.93
teórico	5880	11.93
jugaba	5880	11.93
Natalia	5879	11.93
extracción	5877	11.93
aumentando	5875	11.92
reglamento	5874	11.92
proponer	5872	11.92
grueso	5871	11.91
biografía	5870	11.91
tenés	5868	11.91
actualización	5866	11.9
rodilla	5865	11.9
héroes	5865	11.9
existían	5864	11.9
preguntado	5862	11.9
correctamente	5861	11.89
reconocidos	5860	11.89
jazz	5856	11.88
cotidiano	5855	11.88
inconsciente	5855	11.88
significativas	5853	11.88
factura	5853	11.88
quedo	5852	11.87
obtención	5852	11.87
Texas	5851	11.87
tuyo	5851	11.87
1984	5850	11.87
preservar	5850	11.87
adquiere	5850	11.87
Simón	5847	11.86
vistas	5847	11.86
curva	5847	11.86
tome	5846	11.86
prevalencia	5845	11.86
umbral	5845	11.86
Cecilia	5845	11.86
kg	5844	11.86
Ulises	5843	11.86
fantasmas	5843	11.86
alquiler	5842	11.85
dándole	5842	11.85
Holanda	5842	11.85
votantes	5841	11.85
escoger	5841	11.85
mete	5840	11.85
ángel	5839	11.85
requerimientos	5838	11.85
pasillos	5838	11.85
carbón	5837	11.84
historiador	5837	11.84
infinito	5837	11.84
Agregó	5834	11.84
incapacidad	5830	11.83
Horacio	5829	11.83
Beatriz	5828	11.83
Lola	5827	11.82
entraron	5826	11.82
pedazos	5824	11.82
Virginia	5820	11.81
ira	5820	11.81
Germán	5819	11.81
computadoras	5816	11.8
recomendable	5814	11.8
diarias	5814	11.8
Patrimonio	5814	11.8
sabores	5812	11.79
echa	5810	11.79
56	5809	11.79
Luz	5809	11.79
ausente	5807	11.78
balcón	5807	11.78
orgulloso	5806	11.78
whisky	5805	11.78
Asunción	5803	11.78
rechazó	5802	11.77
colesterol	5799	11.77
mantequilla	5796	11.76
72	5794	11.76
Times	5794	11.76
evidentemente	5789	11.75
manipulación	5789	11.75
realidades	5786	11.74
levantarse	5786	11.74
dejarlo	5785	11.74
comparar	5780	11.73
sanitarias	5779	11.73
colega	5778	11.72
Primer	5777	11.72
brutal	5777	11.72
elevar	5777	11.72
podremos	5776	11.72
comunista	5776	11.72
retirar	5771	11.71
pasadas	5770	11.71
Paula	5767	11.7
personalidades	5764	11.7
sostenibilidad	5764	11.7
procesamiento	5761	11.69
cemento	5761	11.69
directos	5760	11.69
prestaciones	5757	11.68
Zaragoza	5757	11.68
propaganda	5755	11.68
criatura	5753	11.67
cucharadas	5753	11.67
optimismo	5753	11.67
adecuados	5751	11.67
timbre	5750	11.67
instalar	5750	11.67
mata	5750	11.67
determinante	5747	11.66
Resulta	5745	11.66
volvería	5742	11.65
productivos	5740	11.65
Susana	5740	11.65
Guadalajara	5740	11.65
elenco	5739	11.65
nacidos	5739	11.65
reflejan	5738	11.64
saludables	5734	11.64
mentiras	5734	11.64
suponía	5732	11.63
denomina	5732	11.63
frustración	5732	11.63
colocado	5730	11.63
mejoramiento	5730	11.63
53	5729	11.63
cambian	5729	11.63
monstruo	5729	11.63
vestida	5728	11.62
ingleses	5727	11.62
triple	5726	11.62
tarifas	5725	11.62
canciller	5724	11.61
desfile	5724	11.61
captar	5723	11.61
asesinado	5720	11.61
unido	5718	11.6
caldo	5717	11.6
genético	5717	11.6
pidieron	5716	11.6
Santander	5716	11.6
participa	5716	11.6
disparos	5715	11.6
escuché	5714	11.59
muñeca	5714	11.59
mención	5713	11.59
motores	5713	11.59
préstamos	5712	11.59
americana	5712	11.59
planetas	5709	11.58
abren	5709	11.58
sindicato	5708	11.58
asalto	5707	11.58
dependen	5707	11.58
dijera	5707	11.58
volúmenes	5706	11.58
ecosistema	5705	11.58
cable	5702	11.57
agregado	5700	11.57
maquinaria	5700	11.57
referido	5695	11.56
digno	5695	11.56
coma	5692	11.55
nacionalidad	5692	11.55
tecnológicas	5691	11.55
Varios	5691	11.55
vuelvo	5691	11.55
estratégica	5691	11.55
Cartagena	5689	11.54
desconocidos	5689	11.54
organizadores	5689	11.54
Cuenta	5688	11.54
venció	5687	11.54
Capítulo	5687	11.54
encargados	5687	11.54
extendió	5687	11.54
reporte	5685	11.54
Da	5685	11.54
empresariales	5685	11.54
iPhone	5685	11.54
actúan	5680	11.53
dormía	5676	11.52
significativos	5675	11.52
terminaba	5675	11.52
disminuye	5675	11.52
gatos	5675	11.52
norteamericanos	5675	11.52
papas	5672	11.51
operar	5671	11.51
preferido	5669	11.5
Miranda	5669	11.5
servía	5668	11.5
cruce	5667	11.5
Aurora	5666	11.5
sólida	5665	11.5
cruel	5665	11.5
mañanas	5665	11.5
ente	5663	11.49
tratarse	5662	11.49
pedazo	5661	11.49
aparecieron	5661	11.49
Olga	5661	11.49
períodos	5660	11.49
aclara	5660	11.49
armario	5657	11.48
grano	5657	11.48
Vargas	5656	11.48
Diario	5655	11.47
camiones	5654	11.47
nombrado	5654	11.47
respectivas	5653	11.47
creativa	5651	11.47
parlamentarios	5651	11.47
fina	5647	11.46
figuran	5646	11.46
pulso	5645	11.45
disposiciones	5643	11.45
1978	5642	11.45
históricas	5642	11.45
preparando	5641	11.45
leyó	5641	11.45
Sabe	5640	11.44
yendo	5638	11.44
granos	5638	11.44
sobra	5636	11.44
facilita	5636	11.44
pagado	5634	11.43
ocurra	5633	11.43
locos	5631	11.43
resuelto	5630	11.42
significaba	5630	11.42
Convención	5630	11.42
1979	5628	11.42
ofrecía	5627	11.42
encuentre	5626	11.42
90%	5625	11.41
liberales	5625	11.41
memorias	5624	11.41
credibilidad	5622	11.41
popularidad	5621	11.41
prejuicios	5621	11.41
vertical	5621	11.41
Puedes	5617	11.4
telecomunicaciones	5617	11.4
dejara	5617	11.4
dejarse	5616	11.4
FMI	5612	11.39
copias	5611	11.39
débiles	5610	11.38
85	5609	11.38
preocupes	5608	11.38
reparación	5608	11.38
auge	5608	11.38
Albert	5604	11.37
rusos	5602	11.37
especializados	5602	11.37
maneja	5602	11.37
1983	5601	11.37
Seguramente	5600	11.36
Leo	5598	11.36
enseñó	5595	11.35
Menos	5595	11.35
provincial	5594	11.35
rompe	5593	11.35
adaptarse	5591	11.34
1973	5589	11.34
calentamiento	5589	11.34
expone	5589	11.34
Thomas	5588	11.34
bello	5588	11.34
Señora	5587	11.34
Nº	5587	11.34
nutrición	5586	11.33
25%	5583	11.33
enferma	5582	11.33
proporcionar	5580	11.32
fieles	5580	11.32
iría	5580	11.32
Comunicación	5578	11.32
Tony	5574	11.31
códigos	5574	11.31
cargado	5573	11.31
inspector	5573	11.31
falda	5571	11.3
informática	5569	11.3
pasamos	5567	11.3
favorece	5566	11.29
retiró	5565	11.29
barato	5564	11.29
pesar	5563	11.29
sólido	5562	11.29
reside	5561	11.28
abundancia	5561	11.28
séptimo	5561	11.28
construcciones	5560	11.28
procedente	5559	11.28
pelos	5558	11.28
bienvenida	5557	11.28
ciego	5556	11.27
vinculación	5555	11.27
diseños	5555	11.27
envío	5555	11.27
íntimo	5554	11.27
vinculado	5551	11.26
lazos	5549	11.26
mama	5549	11.26
Hacía	5548	11.26
docena	5547	11.26
órbita	5547	11.26
reunirse	5546	11.25
globales	5546	11.25
mérito	5546	11.25
recta	5544	11.25
700	5543	11.25
dirigía	5543	11.25
Henry	5543	11.25
transforma	5542	11.25
cuántas	5539	11.24
medición	5537	11.24
Mujeres	5537	11.24
delegado	5536	11.23
incentivos	5535	11.23
ciclos	5534	11.23
cuerdas	5533	11.23
mágico	5533	11.23
americanos	5531	11.22
Jordi	5531	11.22
tengas	5530	11.22
ligera	5528	11.22
socialismo	5527	11.22
Biblioteca	5526	11.21
Tuve	5526	11.21
circo	5525	11.21
peculiar	5524	11.21
excesiva	5524	11.21
reunir	5523	11.21
meterse	5523	11.21
comprometido	5522	11.2
Debemos	5522	11.2
expulsión	5522	11.2
Sociales	5520	11.2
ascensor	5520	11.2
tuvieran	5519	11.2
saludo	5518	11.2
negativas	5518	11.2
plazos	5515	11.19
arterial	5514	11.19
audiovisual	5514	11.19
falla	5514	11.19
regalos	5513	11.19
querida	5511	11.18
conductores	5511	11.18
estratégico	5511	11.18
PRI	5510	11.18
cobre	5510	11.18
favoritos	5510	11.18
modernización	5510	11.18
cometer	5506	11.17
administrativo	5505	11.17
Cervantes	5505	11.17
entendió	5505	11.17
mg	5505	11.17
morales	5505	11.17
Queremos	5501	11.16
ruidos	5501	11.16
quitar	5500	11.16
clínico	5499	11.16
gentes	5499	11.16
complejas	5498	11.16
casco	5497	11.15
juzgar	5495	11.15
57	5494	11.15
Audiencia	5494	11.15
préstamo	5493	11.15
expedición	5493	11.15
moléculas	5492	11.14
campamento	5491	11.14
fórmulas	5491	11.14
impunidad	5491	11.14
preso	5490	11.14
corredores	5490	11.14
foro	5490	11.14
variantes	5488	11.14
coro	5487	11.13
dijiste	5487	11.13
supuso	5484	11.13
tengamos	5481	11.12
mensuales	5481	11.12
médicas	5480	11.12
doctrina	5479	11.12
árbitro	5478	11.12
Efe	5478	11.12
responden	5476	11.11
antigüedad	5476	11.11
carece	5476	11.11
cómoda	5476	11.11
intérprete	5475	11.11
postre	5473	11.11
masculina	5472	11.1
quejas	5470	11.1
caballero	5470	11.1
violenta	5470	11.1
Suecia	5469	11.1
barba	5468	11.1
túnel	5468	11.1
sagrado	5465	11.09
bombas	5464	11.09
propósitos	5463	11.09
grita	5463	11.09
agricultores	5461	11.08
dirigidas	5460	11.08
corbata	5458	11.07
cajón	5457	11.07
misiones	5453	11.06
mortal	5453	11.06
preferencias	5451	11.06
resaltar	5449	11.06
Atención	5448	11.05
Cuadro	5448	11.05
detalló	5447	11.05
rentabilidad	5446	11.05
borracho	5446	11.05
tortura	5445	11.05
libertades	5444	11.05
cayeron	5443	11.04
configuración	5443	11.04
vestir	5441	11.04
ancha	5440	11.04
marino	5440	11.04
resaltó	5439	11.04
rescatar	5439	11.04
vacas	5439	11.04
trajes	5438	11.03
depósitos	5438	11.03
militantes	5438	11.03
cogió	5435	11.03
pintar	5434	11.03
abarca	5434	11.03
colecciones	5434	11.03
ducha	5433	11.02
queja	5432	11.02
indiferencia	5431	11.02
intentan	5430	11.02
acompañó	5429	11.02
tomada	5428	11.01
complicada	5426	11.01
convirtieron	5426	11.01
frágil	5425	11.01
incendios	5424	11.01
célula	5422	11.0
obispo	5419	11.0
deportivas	5418	10.99
equivocado	5418	10.99
aulas	5417	10.99
turística	5417	10.99
ruinas	5415	10.99
anillo	5415	10.99
permitieron	5414	10.99
desconocida	5414	10.99
Gestión	5414	10.99
per	5413	10.98
ganadores	5413	10.98
helado	5411	10.98
Segundo	5410	10.98
1960	5408	10.97
metáfora	5408	10.97
Unas	5407	10.97
secos	5406	10.97
vinieron	5406	10.97
federales	5406	10.97
denunciar	5405	10.97
indicios	5404	10.97
aproximación	5403	10.96
mapas	5402	10.96
mancha	5400	10.96
pautas	5397	10.95
excesivo	5397	10.95
embajada	5396	10.95
Ésta	5396	10.95
articulación	5395	10.95
Quienes	5393	10.94
destruir	5392	10.94
empezamos	5389	10.93
hongos	5389	10.93
decisivo	5387	10.93
grabar	5387	10.93
humilde	5387	10.93
sostenido	5385	10.93
enseña	5384	10.92
Pienso	5383	10.92
geográfica	5381	10.92
ingesta	5380	10.92
Gaspar	5378	10.91
geografía	5377	10.91
mero	5375	10.91
higiene	5374	10.9
abriendo	5373	10.9
aspiraciones	5373	10.9
bolsillos	5373	10.9
XVI	5373	10.9
insuficiente	5373	10.9
desorden	5372	10.9
columnas	5371	10.9
formales	5370	10.9
juicios	5370	10.9
promueve	5369	10.89
extranjeras	5369	10.89
frecuentemente	5369	10.89
infraestructuras	5367	10.89
inocencia	5366	10.89
sostienen	5365	10.89
inscripción	5365	10.89
violento	5364	10.88
mochila	5363	10.88
Ambas	5361	10.88
influencias	5361	10.88
River	5360	10.88
narrador	5360	10.88
mera	5358	10.87
joyas	5357	10.87
Magdalena	5357	10.87
corría	5354	10.86
ejerce	5354	10.86
pinta	5353	10.86
investigadora	5353	10.86
comenzará	5349	10.85
diámetro	5349	10.85
legitimidad	5349	10.85
15%	5348	10.85
fósiles	5348	10.85
68	5347	10.85
toros	5346	10.85
Hacia	5346	10.85
semifinales	5343	10.84
mitos	5343	10.84
conceptual	5342	10.84
Matías	5339	10.83
creencia	5338	10.83
prometió	5337	10.83
test	5337	10.83
Frank	5337	10.83
pañuelo	5336	10.83
Campeonato	5335	10.83
Vos	5335	10.83
roles	5334	10.82
tentación	5333	10.82
veinticinco	5333	10.82
relata	5331	10.82
tesoro	5330	10.82
traduce	5330	10.82
rector	5327	10.81
mencionados	5327	10.81
observando	5327	10.81
expresado	5326	10.81
fatal	5326	10.81
matices	5323	10.8
alianzas	5322	10.8
parientes	5322	10.8
permanecen	5319	10.79
sentimos	5319	10.79
llamaron	5319	10.79
portugués	5317	10.79
urbanas	5317	10.79
clínicas	5317	10.79
s	5315	10.78
Zona	5315	10.78
clínicos	5315	10.78
H	5315	10.78
italianos	5312	10.78
opuesto	5312	10.78
permitiría	5310	10.77
tonos	5309	10.77
trate	5307	10.77
incluidas	5307	10.77
bala	5306	10.77
prestación	5305	10.76
centenar	5305	10.76
hábito	5305	10.76
opina	5305	10.76
asco	5303	10.76
exclamó	5303	10.76
naturalmente	5303	10.76
bebés	5301	10.76
envidia	5300	10.75
calificación	5299	10.75
muscular	5299	10.75
registrados	5297	10.75
súper	5297	10.75
Inteligencia	5297	10.75
caen	5294	10.74
componen	5294	10.74
IA	5290	10.73
viajó	5288	10.73
semilla	5287	10.73
dueña	5287	10.73
afueras	5286	10.73
Raquel	5285	10.72
satélite	5285	10.72
vosotros	5283	10.72
encargo	5282	10.72
prefieren	5280	10.71
pozo	5277	10.71
buscado	5273	10.7
Quiere	5272	10.7
formada	5272	10.7
Punta	5271	10.7
delicado	5270	10.69
rumor	5268	10.69
tiró	5268	10.69
finanzas	5268	10.69
gigantes	5268	10.69
poderosos	5267	10.69
trozos	5267	10.69
dedican	5267	10.69
peligrosa	5265	10.68
bonos	5261	10.68
estabas	5261	10.68
hábitat	5259	10.67
restantes	5258	10.67
inminente	5258	10.67
tratara	5257	10.67
gimnasio	5255	10.66
identifica	5255	10.66
eterna	5254	10.66
cima	5252	10.66
Edad	5252	10.66
PRD	5249	10.65
iglesias	5249	10.65
preferencia	5247	10.65
reaccionar	5245	10.64
billones	5245	10.64
vendido	5244	10.64
fijar	5239	10.63
tropical	5238	10.63
gestionar	5237	10.63
magistrados	5237	10.63
deportivos	5236	10.62
mueven	5236	10.62
procede	5235	10.62
comunicarse	5234	10.62
avanzando	5232	10.62
recuperado	5231	10.61
usaba	5231	10.61
Iba	5230	10.61
